,ids
2486,116421
2487,118384
2488,113259
2489,110250
2490,98736
2491,99143
2492,99413
2493,101994
2494,109686
2495,111045
2496,101229
2497,874690
2498,957200
2499,851770
2500,693510
2501,564820
2502,100617
2503,103437
2504,102690
2505,102722
2506,102749
2507,102752
2508,103061
2509,97566
2510,97822
2511,97864
2512,95853
2513,10013853
2514,498040
2515,120629
2516,161570
2517,472930
2518,414010
2519,104029
2520,103958
2521,112390
2522,116172
2523,116294
2524,116434
2525,118795
2526,109897
2527,99215
2528,99521
2529,101812
2530,102241
2531,96352
2532,96524
2533,96477
2534,101083
2535,101370
2536,101402
2537,106325
2538,106577
2539,817860
2540,653070
2541,998890
2542,100333
2543,100923
2544,103445
2545,103517
2546,103847
2547,100002
2548,100209
2549,102735
2550,102760
2551,102758
2552,102785
2553,106624
2554,102193
2555,103883
2556,105059
2557,105035
2558,105249
2559,100948
2560,101078
2561,113366
2562,113883
2563,109312
2564,112992
2565,110291
2566,110384
2567,109434
2568,109709
2569,109899
2570,97234
2571,97363
2572,97481
2573,97531
2574,854730
2575,564630
2576,584180
2577,98173
2578,95912
2579,95328
2580,10009509
2581,10001870
2582,111514
2583,111626
2584,111515
2585,111517
2586,111660
2587,111865
2588,107938
2589,108107
2590,108511
2591,515830
2592,114983
2593,115566
2594,475320
2595,478200
2596,630410
2597,407800
2598,107836
2599,104112
2600,104370
2601,104468
2602,113878
2603,114317
2604,114343
2605,114339
2606,114549
2607,116932
2608,117215
2609,112020
2610,112055
2611,116315
2612,116387
2613,98747
2614,101873
2615,102461
2616,109711
2617,110864
2618,96478
2619,96701
2620,101389
2621,872230
2622,882890
2623,559010
2624,827650
2625,994200
2626,97233
2627,97567
2628,100072
2629,96036
2630,96237
2631,936830
2632,833970
2633,849750
2634,111343
2635,108218
2636,108379
2637,531710
2638,320641
2639,625660
2640,107367
2641,107576
2642,104421
2643,113685
2644,113740
2645,114755
2646,112963
2647,113364
2648,99103
2649,105034
2650,108883
2651,109095
2652,96626
2653,96780
2654,101095
2655,101288
2656,101506
2657,832070
2658,640480
2659,100271
2660,100756
2661,100925
2662,102762
2663,102759
2664,103002
2665,103015
2666,97607
2667,99825
2668,97805
2669,98149
2670,98155
2671,95909
2672,95639
2673,95612
2674,10004268
2675,108189
2676,115640
2677,479850
2678,410870
2679,107378
2680,107838
2681,103957
2682,104179
2683,113876
2684,114319
2685,120329
2686,112395
2687,116091
2688,116382
2689,117932
2690,118351
2691,98715
2692,98980
2693,99105
2694,99263
2695,99496
2696,105008
2697,101995
2698,109663
2699,96388
2700,96350
2701,101097
2702,101385
2703,101489
2704,106561
2705,870420
2706,671690
2707,533940
2708,538830
2709,587960
2710,100752
2711,100862
2712,102710
2713,102823
2714,97602
2715,97901
2716,98178
2717,95803
2718,95804
2719,96153
2720,96134
2721,96268
2722,111463
2723,100208
2724,100295
2725,102439
2726,102718
2727,105344
2728,105512
2729,104015
2730,104183
2731,104217
2732,103283
2733,100913
2734,101166
2735,106964
2736,113686
2737,111967
2738,108512
2739,112391
2740,112619
2741,110378
2742,110462
2743,110464
2744,115222
2745,115326
2746,97129
2747,98167
2748,98181
2749,99421
2750,99346
2751,96559
2752,96722
2753,98979
2754,99339
2755,99262
2756,95882
2757,96035
2758,107589
2759,107591
2760,108038
2761,111643
2762,116838
2763,116832
2764,117257
2765,116020
2766,119580
2767,120214
2768,679530
2769,681630
2770,472050
2771,478210
2772,564610
2773,575580
2774,10009800
2775,644430
2776,940500
2777,827640
2778,852990
2779,867890
2780,100714
2781,102892
2782,106494
2783,101590
2784,105828
2785,105794
2786,465910
2787,478180
2788,478310
2789,442360
2790,602790
2791,404760
2792,107313
2793,104153
2794,104422
2795,117214
2796,119898
2797,119913
2798,118386
2799,118348
2800,98748
2801,99290
2802,99411
2803,105037
2804,105157
2805,108880
2806,109102
2807,109048
2808,110771
2809,110991
2810,96531
2811,96728
2812,96790
2813,96909
2814,101327
2815,882940
2816,679540
2817,555850
2818,821390
2819,645020
2820,660770
2821,103881
2822,97579
2823,99710
2824,99849
2825,99958
2826,98487
2827,95716
2828,95880
2829,96005
2830,96307
2831,835630
2832,111461
2833,111388
2834,111440
2835,111589
2836,107936
2837,108079
2838,108462
2839,108764
2840,492650
2841,120638
2842,127183
2843,619990
2844,104943
2845,105064
2846,100922
2847,106805
2848,106911
2849,107308
2850,113756
2851,109388
2852,112612
2853,112638
2854,110191
2855,97716
2856,97752
2857,97952
2858,98168
2859,99714
2860,96525
2861,96704
2862,98975
2863,95952
2864,116022
2865,117794
2866,119236
2867,100518
2868,103733
2869,103088
2870,103089
2871,95300
2872,10009916
2873,111441
2874,111791
2875,473060
2876,484970
2877,436790
2878,103979
2879,114262
2880,114557
2881,119291
2882,119975
2883,120002
2884,111968
2885,116636
2886,118535
2887,119085
2888,112988
2889,113155
2890,110068
2891,110236
2892,110385
2893,97394
2894,99513
2895,99608
2896,96494
2897,98568
2898,99305
2899,110950
2900,666130
2901,531170
2902,564640
2903,564320
2904,697260
2905,827980
2906,832290
2907,882950
2908,10013796
2909,100320
2910,100776
2911,115191
2912,115328
2913,471210
2914,478220
2915,426370
2916,436760
2917,436830
2918,636290
2919,107061
2920,113641
2921,118355
2922,118392
2923,113171
2924,110288
2925,98713
2926,98720
2927,99479
2928,108656
2929,109098
2930,105830
2931,96328
2932,96337
2933,96324
2934,96892
2935,101058
2936,106810
2937,980090
2938,854760
2939,697450
2940,804860
2941,659590
2942,103436
2943,103735
2944,102769
2945,102842
2946,97372
2947,97614
2948,99706
2949,99880
2950,99956
2951,99931
2952,97930
2953,95834
2954,95955
2955,96037
2956,95327
2957,95628
2958,95638
2959,16641
2960,833960
2961,848760
2962,10009090
2963,10013564
2964,111472
2965,108102
2966,494610
2967,528920
2968,115345
2969,368245
2970,319422
2971,433680
2972,403720
2973,410850
2974,407810
2975,107381
2976,107379
2977,103995
2978,104236
2979,104310
2980,104544
2981,113791
2982,116933
2983,116971
2984,112324
2985,116144
2986,116528
2987,110073
2988,110303
2989,99514
2990,102017
2991,102248
2992,102284
2993,109324
2994,109536
2995,110467
2996,97088
2997,106626
2998,106648
2999,106620
3000,106905
3001,851230
3002,679550
3003,679570
3004,693670
3005,662380
3006,585020
3007,695030
3008,846780
3009,10013791
3010,100052
3011,100372
3012,102691
3013,102768
3014,102689
3015,102716
3016,102694
3017,106298
3018,106595
3019,101534
3020,104017
3021,104059
3022,104420
3023,100824
3024,106920
3025,106906
3026,106963
3027,109289
3028,112635
3029,110237
3030,110264
3031,110193
3032,110772
3033,114347
3034,109731
3035,96841
3036,97044
3037,97261
3038,97227
3039,97235
3040,97433
3041,97498
3042,97474
3043,99667
3044,99671
3045,99771
3046,96529
3047,96633
3048,96703
3049,98718
3050,95850
3051,95949
3052,95953
3053,107583
3054,117451
3055,117503
3056,118531
3057,118817
3058,161270
3059,95491
3060,426380
3061,598840
3062,615580
3063,10009353
3064,699020
3065,834770
3066,10001926
3067,102390
3068,102611
3069,102612
3070,102872
3071,106566
3072,101629
3073,105825
3074,103959
3075,104024
3076,103981
3077,104180
3078,103169
3079,103323
3080,103770
3081,104557
3082,104559
3083,100919
3084,101360
3085,101403
3086,106819
3087,106807
3088,106883
3089,113369
3090,112155
3091,109096
3092,112808
3093,114264
3094,110118
3095,96869
3096,97228
3097,97347
3098,97450
3099,97522
3100,97758
3101,97932
3102,97981
3103,99463
3104,100005
3105,96391
3106,96631
3107,99117
3108,99291
3109,95808
3110,95814
3111,95661
3112,95817
3113,95908
3114,95835
3115,95945
3116,96154
3117,107839
3118,111192
3119,111442
3120,116021
3121,116239
3122,117529
3123,117531
3124,424680
3125,431920
3126,559890
3127,378348
3128,381225
3129,410300
3130,603310
3131,823400
3132,688700
3133,698750
3134,848770
3135,851240
3136,855690
3137,10003232
3138,10013790
3139,100071
3140,100386
3141,100268
3142,100498
3143,100675
3144,100754
3145,103064
3146,106291
3147,106592
3148,101906
3149,407830
3150,410020
3151,107675
3152,104473
3153,116860
3154,119912
3155,120252
3156,120306
3157,112318
3158,115978
3159,116175
3160,113379
3161,99268
3162,99336
3163,99494
3164,102066
3165,108881
3166,105803
3167,110459
3168,96886
3169,101320
3170,101246
3171,106844
3172,865640
3173,826440
3174,826480
3175,665650
3176,103245
3177,103566
3178,97367
3179,97534
3180,99689
3181,99735
3182,97851
3183,98175
3184,98233
3185,95799
3186,95849
3187,95963
3188,60551
3189,10011541
3190,111365
3191,111344
3192,111471
3193,108192
3194,108364
3195,489850
3196,493130
3197,115212
3198,120697
3199,488170
3200,104053
3201,104156
3202,114268
3203,117735
3204,120287
3205,112585
3206,118333
3207,118613
3208,113355
3209,110049
3210,110069
3211,99075
3212,99462
3213,99508
3214,104695
3215,104841
3216,105160
3217,105316
3218,101907
3219,101924
3220,109313
3221,106044
3222,110560
3223,96335
3224,96668
3225,96713
3226,96782
3227,101339
3228,101401
3229,106625
3230,106609
3231,880320
3232,878260
3233,880540
3234,859290
3235,568500
3236,598670
3237,100280
3238,100335
3239,100470
3240,103440
3241,103536
3242,103761
3243,102601
3244,102757
3245,97331
3246,97332
3247,97477
3248,97478
3249,97544
3250,97582
3251,97604
3252,99916
3253,97810
3254,97818
3255,97746
3256,98025
3257,98028
3258,98078
3259,98171
3260,98533
3261,98572
3262,95805
3263,95906
3264,95954
3265,95436
3266,848570
3267,10005875
3268,10006364
3269,10012277
3270,10012842
3271,10013768
3272,10013879
3273,10014023
3274,111776
3275,107933
3276,107939
3277,108402
3278,426410
3279,107159
3280,107398
3281,107574
3282,107578
3283,107582
3284,103945
3285,104181
3286,104213
3287,104363
3288,113887
3289,114247
3290,116934
3291,116946
3292,117637
3293,119796
3294,112442
3295,118381
3296,118882
3297,118967
3298,113356
3299,110187
3300,110930
3301,96896
3302,96925
3303,97479
3304,97500
3305,97554
3306,97794
3307,97971
3308,98235
3309,96533
3310,98586
3311,99312
3312,95879
3313,95932
3314,96006
3315,96144
3316,95329
3317,95428
3318,95410
3319,655060
3320,659610
3321,681650
3322,970500
3323,803100
3324,807820
3325,644490
3326,648540
3327,918150
3328,932220
3329,859150
3330,858620
3331,874560
3332,884220
3333,10003231
3334,10013924
3335,10013933
3336,99966
3337,100062
3338,100322
3339,100328
3340,100496
3341,100499
3342,102744
3343,106152
3344,106519
3345,101484
3346,101806
3347,105314
3348,105851
3349,103949
3350,104155
3351,103107
3352,103282
3353,103329
3354,103433
3355,103434
3356,103771
3357,104558
3358,105041
3359,100830
3360,101059
3361,101226
3362,101439
3363,56830
3364,114334
3365,111858
3366,108554
3367,108560
3368,108522
3369,110325
3370,114265
3371,114273
3372,114266
3373,114314
3374,114516
3375,114555
3376,114718
3377,115217
3378,110067
3379,96913
3380,97445
3381,97497
3382,97502
3383,97581
3384,97612
3385,97613
3386,97689
3387,99589
3388,96336
3389,96480
3390,96776
3391,99216
3392,95717
3393,95877
3394,95911
3395,107588
3396,108193
3397,111395
3398,111387
3399,111519
3400,326780
3401,118534
3402,118898
3403,120665
3404,653060
3405,404330
3406,605280
3407,998900
3408,846770
3409,849640
3410,10008398
3411,10010191
3412,10014069
3413,10014218
3414,111467
3415,108194
3416,108568
3417,120664
3418,468910
3419,449200
3420,107386
3421,104647
3422,119851
3423,120100
3424,112319
3425,112425
3426,118816
3427,112760
3428,112994
3429,113363
3430,110091
3431,110252
3432,110192
3433,110331
3434,110386
3435,104844
3436,100932
3437,101079
3438,106961
3439,109101
3440,110460
3441,110466
3442,109519
3443,109525
3444,97545
3445,97592
3446,97605
3447,97650
3448,97820
3449,97763
3450,97903
3451,98021
3452,98075
3453,98079
3454,98029
3455,103068
3456,103090
3457,103170
3458,99970
3459,100059
3460,95933
3461,96061
3462,96203
3463,95429
3464,95553
3465,95634
3466,924850
3467,846000
3468,10004269
3469,10014004
3470,10014740
3471,111232
3472,111775
3473,111657
3474,107935
3475,108039
3476,102763
3477,106068
3478,106182
3479,106501
3480,106623
3481,106562
3482,102258
3483,105345
3484,103854
3485,103884
3486,103892
3487,103939
3488,104042
3489,103186
3490,103110
3491,103181
3492,103343
3493,103432
3494,103519
3495,103773
3496,103787
3497,104846
3498,100851
3499,100879
3500,100892
3501,101329
3502,106923
3503,107572
3504,113603
3505,112011
3506,99284
3507,99431
3508,99349
3509,99410
3510,99480
3511,99515
3512,99529
3513,99488
3514,102462
3515,102503
3516,108909
3517,109512
3518,96621
3519,96629
3520,96888
3521,96926
3522,874430
3523,672530
3524,685530
3525,542250
3526,644460
3527,644450
3528,100361
3529,97185
3530,97376
3531,97345
3532,97440
3533,97499
3534,97464
3535,97537
3536,99703
3537,100180
3538,100213
3539,97753
3540,97717
3541,98024
3542,98376
3543,95815
3544,96069
3545,10011110
3546,10008025
3547,10005785
3548,10003876
3549,10006379
3550,10003297
3551,10013876
3552,100144
3553,100364
3554,102302
3555,102741
3556,102782
3557,103065
3558,106153
3559,106293
3560,106284
3561,101575
3562,101872
3563,102057
3564,102191
3565,105850
3566,105954
3567,103876
3568,104058
3569,104163
3570,103095
3571,103117
3572,103495
3573,119109
3574,112789
3575,110295
3576,110181
3577,110322
3578,98737
3579,99489
3580,105062
3581,105125
3582,109288
3583,96313
3584,96319
3585,96460
3586,96628
3587,96921
3588,101082
3589,101397
3590,101443
3591,883640
3592,883810
3593,815710
3594,589750
3595,100915
3596,100867
3597,97262
3598,97636
3599,97688
3600,97646
3601,99686
3602,99688
3603,99943
3604,99876
3605,97808
3606,97795
3607,98023
3608,98074
3609,98379
3610,95946
3611,96055
3612,95431
3613,95492
3614,95578
3615,833590
3616,848790
3617,10009485
3618,10003913
3619,10008403
3620,10001661
3621,10004870
3622,10004155
3623,10009825
3624,10012374
3625,111464
3626,111462
3627,114749
3628,115354
3629,115394
3630,115721
3631,368482
3632,143590
3633,466880
3634,430180
3635,431630
3636,438180
3637,404650
3638,413490
3639,107585
3640,107773
3641,104066
3642,104148
3643,104146
3644,104170
3645,114689
3646,116945
3647,116937
3648,117631
3649,112057
3650,101440
3651,106813
3652,106910
3653,112056
3654,109195
3655,109386
3656,109287
3657,112424
3658,112617
3659,112793
3660,110312
3661,110304
3662,109514
3663,110050
3664,96866
3665,96973
3666,97047
3667,97335
3668,97536
3669,97459
3670,97611
3671,97597
3672,97622
3673,97848
3674,98032
3675,99517
3676,99558
3677,98380
3678,101540
3679,101510
3680,872250
3681,878240
3682,882870
3683,571490
3684,586640
3685,100343
3686,100874
3687,103321
3688,103520
3689,103760
3690,100034
3691,100040
3692,100064
3693,100058
3694,100143
3695,100165
3696,98592
3697,98626
3698,95820
3699,95944
3700,95962
3701,96054
3702,95943
3703,95299
3704,95425
3705,95432
3706,95582
3707,95656
3708,938350
3709,10009613
3710,10003230
3711,10008812
3712,10013922
3713,10013998
3714,10013993
3715,10014688
3716,111342
3717,111293
3718,111460
3719,108080
3720,108526
3721,531700
3722,120549
3723,180070
3724,438570
3725,438820
3726,636230
3727,107393
3728,107324
3729,107575
3730,107577
3731,104020
3732,114049
3733,114277
3734,114534
3735,114665
3736,116938
3737,116827
3738,116944
3739,119934
3740,112348
3741,112611
3742,116011
3743,116171
3744,116418
3745,119063
3746,112810
3747,113445
3748,113449
3749,110270
3750,110182
3751,110426
3752,99076
3753,99132
3754,99344
3755,99416
3756,99418
3757,104956
3758,105154
3759,105317
3760,102099
3761,102430
3762,102434
3763,108968
3764,105791
3765,110468
3766,110561
3767,110765
3768,96392
3769,96924
3770,101090
3771,101321
3772,101330
3773,101578
3774,106292
3775,106517
3776,106496
3777,106601
3778,877450
3779,959650
3780,864670
3781,691030
3782,826510
3783,827550
3784,577680
3785,100662
3786,100850
3787,102731
3788,102742
3789,102728
3790,102761
3791,103003
3792,103091
3793,103178
3794,103127
3795,103192
3796,97333
3797,97390
3798,97489
3799,97486
3800,97461
3801,97606
3802,97691
3803,97695
3804,99961
3805,99954
3806,99957
3807,99918
3808,100048
3809,100046
3810,100060
3811,100029
3812,100142
3813,100214
3814,97849
3815,98026
3816,98375
3817,98534
3818,98566
3819,95881
3820,95931
3821,95964
3822,96116
3823,95568
3824,928840
3825,838420
3826,842950
3827,842970
3828,10004000
3829,10003234
3830,10001894
3831,10004758
3832,10004270
3833,10012843
3834,10013006
3835,10013848
3836,108108
3837,108510
3838,108798
3839,509090
3840,509070
3841,114880
3842,115241
3843,131105
3844,180390
3845,484180
3846,630430
3847,412710
3848,107842
3849,104010
3850,103984
3851,104160
3852,104212
3853,114217
3854,117614
3855,115979
3856,116530
3857,113368
3858,109829
3859,99133
3860,99110
3861,99285
3862,99417
3863,99432
3864,99534
3865,99491
3866,99557
3867,104952
3868,104958
3869,101841
3870,101944
3871,102186
3872,102256
3873,102319
3874,109322
3875,109331
3876,110745
3877,96339
3878,96321
3879,96393
3880,96311
3881,96887
3882,96922
3883,96977
3884,97086
3885,101117
3886,101328
3887,101228
3888,101466
3889,106290
3890,106487
